Station ID,Station Name,Latitude,Longitude,Elevation,County,Mesonet,First Data Date,Last Data Date,Status
,,,,,,,,,
JPL05,SS1 Salton Sea,33.22532,-115.82425,-233,Imperial,JPL,2013-11-23,2021-01-11,ACTIVE
,,,,,,,,,
JPRC1,JUNIPER CREEK,41.332667,-120.472806,4636,Modoc,RAWS,1999-12-02,2021-01-11,ACTIVE
,,,,,,,,,
JSDC1,JERSEYDALE,37.543733,-119.839697,3762,Mariposa,RAWS,2002-06-14,2021-01-11,ACTIVE
,,,,,,,,,
JSNC1,JOHNSONDALE,35.971133,-118.540739,4684,Tulare,RAWS,2001-04-03,2021-01-11,ACTIVE
,,,,,,,,,
JTAC1,JUANITA LAKE,41.8019,-122.1097,5173,Siskiyou,RAWS,1999-12-02,2021-01-11,ACTIVE
,,,,,,,,,
JULC1,JULIAN,33.075686,-116.592575,4238,San Diego,RAWS,1999-10-13,2021-01-11,ACTIVE
,,,,,,,,,
JULSD,Julian,33.07656,-116.5908,4196,San Diego,SDGE,2010-01-02,2021-01-11,ACTIVE
,,,,,,,,,
JVRSD,Japatul Valley Rd,32.7757,-116.6679,2834,San Diego,SDGE,2012-01-01,2021-01-11,ACTIVE
,,,,,,,,,
JWBC1,JAWBONE,35.294889,-118.226778,4545,Kern,RAWS,1999-12-02,2021-01-11,ACTIVE
,,,,,,,,,
K0L3,Zuma Beach,34.01667,-118.81667,20,Los Angeles,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K1L2,Santa Monica Pier,34,-118.5,7,Los Angeles,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K1O5,Montague,41.73333,-122.55,2526,Siskiyou,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K2H1,Huntington B. Oil,33.56667,-118.13333,118,-,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K2L6,Marina Del Rey,33.96667,-118.43333,26,Los Angeles,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K2L7,Solana Beach,32.98333,-117.26667,16,San Diego,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K3A6,Newhall,34.36667,-118.56667,1401,Los Angeles,NWS/FAA,2004-11-23,2011-09-05,INACTIVE
,,,,,,,,,
K3L3,Newport Beach,33.6,-117.88333,10,Orange,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K3O6,Treasure Island,37.8,-122.36667,26,San Francisco,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K4CB,Cuddleback Gunnery Range,35.26667,-117.43333,2835,San Bernardino,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K4L7,Hermosa Beach Pier,33.86667,-118.4,26,Los Angeles,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K4SU,Superior Valley Gunnery Range,36.33333,-117.1,3156,Inyo,NWS/FAA,1997-01-01,-,INACTIVE
,,,,,,,,,
K50Q,Farallon Island,37.7,-123,39,San Francisco,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K51Q,San Francisco Pbs,37.75,-122.7,16,-,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K52Q,Davis Point Aviation Weather Reporting Station,38.05,-122.26667,59,Contra Costa,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K53Q,Pillar Pt / El Granda,37.5,-122.5,131,San Mateo,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K54Q,Castroville / Moss,36.8,-121.8,16,Monterey,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K5L8,Long Beach,33.76667,-118.16667,10,Los Angeles,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K6L9,Huntington Beach,33.65,-118,115,Orange,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K84Q,Blunts Reef Coast Guard Station,40.43333,-124.5,26,-,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K85Q,Santa Cruz Harbor,36.96667,-122,3,Santa Cruz,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K86Q,St George Reef Coast Guard Light Station,41.83333,-124.4,148,Del Norte,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K87Q,Point Piedras Blanca,35.66556,-121.28472,56,San Luis Obispo,NWS/FAA,1997-04-12,2005-06-07,INACTIVE
,,,,,,,,,
K88Q,Samoa / Humboldt Bay,40.76667,-124.23333,7,Humboldt,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K89Q,Point Arena Coast Guard Light Station,38.95,-123.73333,59,Mendocino,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K91Q,Point Blunt Coast Guard Light Station,37.85,-122.41667,240,San Francisco,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K92Q,Bodega Bay Coast Guard Light Station,38.31667,-123.05,10,Sonoma,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K93Q,Pigeon Point Coast Guard Light Station,37.18208,-122.39375,43,San Mateo,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K94Q,Point Bonita Coast Guard Light Station,37.8,-122.51667,3,San Francisco,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K95Q,Point Pinos Coast Guard Light Station,36.63333,-121.93333,20,Monterey,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K96Q,Trinidad Head Coast Guard Light Station,41.05,-124.15,190,Humboldt,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K97Q,Point Reyes Coast Guard Station,38,-123.01667,285,Marin,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K98Q,Rio Vista Coast Guard Light Station,38.15,-121.7,3,Solano,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K99Q,Port Chicago,38.03333,-122.03333,39,Contra Costa,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K9L0,Dana Point,33.45,-117.68333,49,Orange,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
K9L2,Edwards Air Force Auxiliary North Base,34.99083,-117.86317,2299,Kern,NWS/FAA,2005-08-08,2021-01-11,ACTIVE
,,,,,,,,,
KA06,LA CIVIC CENTER,34.05,-118.24,233,Los Angeles,NWS/FAA,1998-01-22,-,INACTIVE
,,,,,,,,,
KAAT,Alturas,41.48362,-120.5615,4383,Modoc,NWS/FAA,1999-12-20,2021-01-11,ACTIVE
,,,,,,,,,
KACV,"Arcata / Eureka, Arcata Airport",40.97806,-124.10861,217,Humboldt,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KAJO,Corona Airport,33.8977,-117.6024,534,Riverside,NWS/FAA,2007-06-20,2021-01-11,ACTIVE
,,,,,,,,,
KAPC,"Napa, Napa County Airport",38.2075,-122.27944,33,Napa,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KAPV,APPLEVALLEY,34.57533,-117.18619,3062,San Bernardino,NCAWOS,2007-10-11,2020-12-31,ACTIVE
,,,,,,,,,
KAUN,Auburn Municipal Airport,38.95535,-121.08636,1486,Placer,NWS/FAA,2004-11-18,2021-01-11,ACTIVE
,,,,,,,,,
KAVX,Avalon Catalina Airport,33.40421,-118.41456,1578,Los Angeles,NWS/FAA,2004-11-18,2021-01-11,ACTIVE
,,,,,,,,,
KAWC1,LAKE KAWEAH WEATHER STATION NEAR LEMONCOVE 3NNE,36.41583,-119.00556,540,Tulare,HADS,2008-05-12,2021-01-11,ACTIVE
,,,,,,,,,
KBAB,"Marysville, Beale Air Force Base",39.13333,-121.43333,112,Yuba,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KBAN,MCMWTC BRIDGEPORT,38.3557,-119.5188,6748,Mono,NWS/FAA,2012-08-09,2021-01-11,ACTIVE
,,,,,,,,,
KBDC1,LAKE BARD,34.24297,-118.82878,1010,Ventura,CNRFC,2018-04-17,2021-01-11,ACTIVE
,,,,,,,,,
KBFL,"Bakersfield, Meadows Field Airport",35.43361,-119.05667,509,Kern,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KBHX,Eureka NEXRAD,40.5,-124.3,2516,Humboldt,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KBIH,"Bishop, Bishop Airport",37.37111,-118.35806,4121,Inyo,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KBLH,"Blythe, Blythe Airport",33.61917,-114.71694,397,Riverside,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KBLU,"Emigrant Gap, Blue Canyon Nyack Airport",39.27611,-120.70806,5282,Placer,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KBNY,Burney,40.88333,-121.66667,3140,Shasta,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KBUO,Beaumont,33.93333,-116.96667,2270,Riverside,NWS/FAA,1997-04-12,2001-09-01,INACTIVE
,,,,,,,,,
KBUR,Burbank - Bob Hope Airport,34.19967,-118.36538,728,Los Angeles,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KBYS,"Fort Irwin/Barstow, Bicycle Lake Army Airfield",35.28333,-116.61667,2349,San Bernardino,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KC83,Byron,37.8276,-121.6244,79,Contra Costa,NWS/FAA,2018-08-02,2021-01-11,ACTIVE
,,,,,,,,,
KCCB,Cable Airport,34.11161,-117.68739,1444,San Bernardino,NWS/FAA,2018-11-05,2021-01-11,ACTIVE
,,,,,,,,,
KCCR,"Concord, Buchanan Field",37.99167,-122.05194,23,Contra Costa,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KCEC,"Crescent City, Jack McNamara Field Airport",41.78028,-124.23667,56,Del Norte,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KCIC,Chico Municipal Airport,39.79879,-121.85795,236,Butte,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KCKSD,Keyes Creek,33.31311,-117.08583,1017,San Diego,SDGE,2010-01-02,2021-01-11,ACTIVE
,,,,,,,,,
KCMA,"Camarillo, Camarillo Airport",34.21667,-119.08333,75,Ventura,NWS/FAA,1999-11-14,2021-01-11,ACTIVE
,,,,,,,,,
KCNO,"Chino, Chino Airport",33.97556,-117.62361,650,San Bernardino,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KCPC1,KERN CANYON POWERHOUSE NEAR CALIENTE 12NNW (KPH),35.43333,-118.78333,1096,Kern,HADS,2006-12-16,2021-01-11,ACTIVE
,,,,,,,,,
KCPM,Compton - Woodley,33.88992,-118.24381,99,Los Angeles,NWS/FAA,2015-04-30,2016-12-22,INACTIVE
,,,,,,,,,
KCPU,San Andreas Calaveras County Airport,38.1461,-120.6482,1325,Calaveras,NWS/FAA,2016-06-28,2021-01-11,ACTIVE
,,,,,,,,,
KCQT,Los Angeles / USC Campus Downtown,34.02355,-118.29122,179,Los Angeles,NWS/FAA,2000-01-10,2021-01-11,ACTIVE
,,,,,,,,,
KCRQ,"Carlsbad, McClellan-Palomar Airport",33.13,-117.27583,328,San Diego,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KCSL,Camp San Luis Airport,35.33333,-120.73333,249,San Luis Obispo,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KCVH,"Hollister, CA",36.8933,-121.4103,229,San Benito,NWS/FAA,2009-09-23,2021-01-11,ACTIVE
,,,,,,,,,
KCWL,"Calexico, Calexico International Airport",32.66944,-115.51333,3,Imperial,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KCYC1,SAN LORENZO CREEK BELOW BITTERWATER CREEK NEAR KING CITY 5NE,36.26806,-121.06528,488,Monterey,IFLOWS,2016-04-14,2021-01-11,ACTIVE
,,,,,,,,,
KCZZ,Campo,32.62611,-116.46833,2648,San Diego,NWS/FAA,1998-07-14,2020-10-26,INACTIVE
,,,,,,,,,
KDAG,"Daggett, Barstow-Daggett Airport",34.85361,-116.78667,1926,San Bernardino,NWS/FAA,1997-01-11,2021-01-11,ACTIVE
,,,,,,,,,
KDAX,Sacramento NEXRAD Site,38.5013,-121.67769,26,Yolo,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KDGC1,LAKE KITTRIDGE,37.19028,-122.01556,1443,Santa Clara,MTRWFO,2020-06-09,2021-01-11,ACTIVE
,,,,,,,,,
KDLO,Delano Municipal Airport,35.74556,-119.2365,316,Kern,NWS/FAA,2018-11-05,2021-01-11,ACTIVE
,,,,,,,,,
KDVO,Novato / Gnoss Field,38.14178,-122.55463,3,Marin,NWS/FAA,2008-02-15,2021-01-11,ACTIVE
,,,,,,,,,
KDWA,Yolo County Airport,38.57939,-121.85694,100,Yolo,NWS/FAA,2007-03-21,2021-01-11,ACTIVE
,,,,,,,,,
KE16,South County Airport of Santa Clara County,37.0815861,-121.5968056,281,Santa Clara,NWS/FAA,2011-11-10,2021-01-11,ACTIVE
,,,,,,,,,
KEAC1,KEARNY MESA,32.83417,-117.12889,455,San Diego,CNRFC,2018-04-20,2021-01-11,ACTIVE
,,,,,,,,,
KEDU,University Airport,38.5315,-121.7865,68,Yolo,NWS/FAA,2010-07-22,2021-01-11,ACTIVE
,,,,,,,,,
KEDW,Edwards Air Force Base,34.918,-117.879,2310,Kern,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KEED,"Needles, Needles Airport",34.76611,-114.62333,890,San Bernardino,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KEKA,Murray Field,40.80339,-124.11299,7,Humboldt,NWS/FAA,2018-10-29,2020-07-13,INACTIVE
,,,,,,,,,
KELC1,KONOCTI,38.911889,-122.706314,2163,Lake,RAWS,2001-12-11,2021-01-11,ACTIVE
,,,,,,,,,
KEMT,El Monte,34.08333,-118.03333,295,Los Angeles,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KENI,UKIAH(VOR),39.05,-122.73,614,Lake,NWS/FAA,2010-11-01,-,INACTIVE
,,,,,,,,,
KENWW,Kenwood (Kunde),38.40762,-122.54164,411,Sonoma,WWG-SONOMA,2017-05-09,2021-01-11,ACTIVE
,,,,,,,,,
KESC1,SACRAMENTO RIVER BELOW KESWICK DAM WATER QUALITY NEAR REDDING 3WSW,40.60167,-122.44333,479,Shasta,HADS,2007-03-23,2021-01-11,ACTIVE
,,,,,,,,,
KF70,Murrieta/Temecula French Valley,33.5742,-117.1285,1350,Riverside,NWS/FAA,2013-11-25,2021-01-11,ACTIVE
,,,,,,,,,
KFAT,"Fresno, Fresno Air Terminal",36.78,-119.71944,331,Fresno,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KFCH,Fresno Chandler Executive Airport,36.73096,-119.81465,279,Fresno,NWS/FAA,2004-11-17,2020-05-14,INACTIVE
,,,,,,,,,
KFOT,Fortuna Rohnerville Airport,40.55296,-124.13338,377,Humboldt,NWS/FAA,2011-12-28,2021-01-11,ACTIVE
,,,,,,,,,
KFUL,"Fullerton, Fullerton Municipal Airport",33.87194,-117.98472,95,Orange,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KGDC1,KTYD RADIO TOWERS,34.4706,-119.6756,2400,Santa Barbara,CNRFC,2018-04-17,2021-01-11,ACTIVE
,,,,,,,,,
KGGB,Golden Gate Bridge,37.81667,-122.46667,266,San Francisco,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KGOO,Nevada County Air Park,39.224028,-121.003083,3154,Nevada,NWS/FAA,2012-01-20,2021-01-11,ACTIVE
,,,,,,,,,
KGRC1,KREGOR PEAK,37.94306,-121.89111,1894,Contra Costa,CNRFC,2018-05-12,2021-01-11,ACTIVE
,,,,,,,,,
KGVAL,KINGVALE - DONNER TRAIL ES,39.31583,-120.45556,6230,Placer,DRI,2004-12-31,2014-11-14,INACTIVE
,,,,,,,,,
KGXA,Gray Butte Field Airport,34.5666,-117.6704,3028,Los Angeles,NWS/FAA,2015-04-23,2020-12-11,ACTIVE
,,,,,,,,,
KHAF,Half Moon Bay Airport,37.5136,-122.4996,65,San Mateo,NWS/FAA,2010-01-19,2021-01-11,ACTIVE
,,,,,,,,,
KHES,HEALDSBURG,38.65272,-122.89866,278,Sonoma,NCAWOS,2008-11-07,2019-02-07,INACTIVE
,,,,,,,,,
KHGT,HUNTER LIGGET/TUSI,36,-121.23,1017,Monterey,NWS/FAA,2003-07-15,2019-10-09,INACTIVE
,,,,,,,,,
KHHR,"Hawthorne, Hawthorne Municipal Airport",33.92361,-118.33194,62,Los Angeles,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KHJO,Hanford Municipal Airport,36.31145,-119.62315,233,Kings,NWS/FAA,1999-12-24,2021-01-11,ACTIVE
,,,,,,,,,
KHMT,Hemet-Ryan Airport,33.73403,-117.02231,1515,Riverside,NWS/FAA,2019-11-22,2021-01-11,ACTIVE
,,,,,,,,,
KHWD,"Hayward, Hayward Air Terminal",37.66083,-122.11833,46,Alameda,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KIBC1,LOWER KIBBIE NEAR PINE CREST 12SE (KIB),38.03306,-119.87806,6700,Tuolumne,HADS,2001-06-21,2021-01-11,ACTIVE
,,,,,,,,,
KIDC1,Childs Canyon,34.1892,-118.2789,1070,Los Angeles,LOXWFO,2009-07-08,2012-08-21,INACTIVE
,,,,,,,,,
KIPL,"Imperial, Imperial County Airport",32.83417,-115.57861,-56,Imperial,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KIYK,Inyokern,35.66667,-117.83333,2457,Kern,NWS/FAA,1999-11-15,2013-11-04,INACTIVE
,,,,,,,,,
KIZA,"Santa Ynez, Santa Ynez Airport",34.60694,-120.07556,673,Santa Barbara,NWS/FAA,2005-04-03,2021-01-11,ACTIVE
,,,,,,,,,
KJAQ,Westover Field - Amador County Airport,38.3768,-120.79391,1694,Amador,NWS/FAA,2007-03-21,2021-01-11,ACTIVE
,,,,,,,,,
KL08,Borrego Valley Airport,33.25903,-116.32097,522,San Diego,NWS/FAA,2018-08-16,2021-01-11,ACTIVE
,,,,,,,,,
KL10,San Clemente,33.41667,-117.61667,10,Orange,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KL13,Point Loma / Cabrillo,32.66667,-117.48333,364,-,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KL14,Cabrillo Beach,33.71667,-118.28333,26,Los Angeles,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KL18,Fallbrook Community Airpark,33.3542,-117.2509,708,San Diego,NWS/FAA,2014-02-07,2021-01-11,ACTIVE
,,,,,,,,,
KL21,Scripps Pier / La Jol,32.86667,-117.25,13,San Diego,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KL27,Santa Catalina Island,33.33333,-118.33333,10,Los Angeles,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KL32,OCEANSIDE,33.22,-116.65,26,San Diego,NWS/FAA,2010-11-01,-,INACTIVE
,,,,,,,,,
KL34,Oceanside Harbor,33.21667,-117.4,30,San Diego,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KL35,Big Bear City Airport,34.2638,-116.856,6752,San Bernardino,NWS/FAA,2007-06-20,2021-01-11,ACTIVE
,,,,,,,,,
KL39,ROMONA,33.03,-115.08,1401,Imperial,NWS/FAA,2010-11-01,-,INACTIVE
,,,,,,,,,
KL46,Anacapa Island,34.01667,-119.36667,138,Ventura,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KL52,Oceano County Airport,35.10147,-120.62236,14,San Luis Obispo,NWS/FAA,2018-07-19,2021-01-11,ACTIVE
,,,,,,,,,
KL55,Malibu Beach,34.03333,-118.68333,456,Los Angeles,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KL58,Mission Beach,32.76667,-117.23333,7,San Diego,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KL79,Oxnard / Channel Island,34.16667,-119.21667,7,Ventura,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KL82,Terminal Island,33.73333,-118.26667,33,Los Angeles,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KL98,El Capitan Beach,33.45,-120.03333,89,-,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KLAX,"Los Angeles, Los Angeles International Airport",33.93806,-118.38889,125,Los Angeles,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KLGB,"Long Beach, Long Beach Airport",33.81167,-118.14639,56,Los Angeles,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KLGCA,KELLOG CA,38.62,-122.67,495,Sonoma,MAP,2016-04-28,2017-06-05,INACTIVE
,,,,,,,,,
KLHC1,KLAMATH (P316) CA,41.56,-124.09,771,Del Norte,MAP,2014-03-20,2016-11-29,INACTIVE
,,,,,,,,,
KLHM,Lincoln Regional Karl Harder Field,38.9092,-121.3513,121,Placer,NWS/FAA,2010-03-04,2021-01-11,ACTIVE
,,,,,,,,,
KLLR,LITTLE RIVER AIRPORT,39.26204,-123.75373,572,Mendocino,NCAWOS,2007-10-11,2015-07-16,INACTIVE
,,,,,,,,,
KLPC,"Lompoc, Lompoc Airport",34.66667,-120.46667,89,Santa Barbara,NWS/FAA,1999-11-14,2021-01-11,ACTIVE
,,,,,,,,,
KLVK,"Livermore, Livermore Municipal Airport",37.69278,-121.81444,397,Alameda,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KMAE,Madera Municipal Airport,36.9851,-120.11064,246,Madera,NWS/FAA,1999-12-24,2021-01-11,ACTIVE
,,,,,,,,,
KMCC,"Sacramento, McClellan Airfield Airport",38.66667,-121.4,75,Sacramento,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KMCE,Merced Regional Airport,37.28306,-120.50778,154,Merced,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KMER,Merced / Castle Air Force Base,37.36667,-120.56667,187,Merced,NWS/FAA,1999-06-30,2021-01-11,ACTIVE
,,,,,,,,,
KMHR,Sacramento Mather Airport,38.55996,-121.28397,92,Sacramento,NWS/FAA,1999-06-30,2021-01-11,ACTIVE
,,,,,,,,,
KMHS,Mount Shasta,41.31494,-122.31702,3540,Siskiyou,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KMHV,Mojave,35.06667,-118.15,2785,Kern,NWS/FAA,1998-07-14,2021-01-08,ACTIVE
,,,,,,,,,
KMMH,Mammoth Yosemite Airport,37.6241,-118.8423,7112,Mono,NWS/FAA,1998-07-14,2021-01-11,ACTIVE
,,,,,,,,,
KMOD,Modesto City-County Airport - Harry Sham Field,37.62549,-120.9549,85,Stanislaus,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KMRY,Monterey Regional Airport,36.59047,-121.84875,167,Monterey,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KMUX,Monterey NEXRAD,37.16667,-121.9,3550,Santa Clara,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KMWS,MOUNT WILSON,34.22,-118.07,5705,Los Angeles,NWS/FAA,2010-11-01,2015-05-13,INACTIVE
,,,,,,,,,
KMYF,"San Diego, Montgomery Field",32.81444,-117.13639,420,San Diego,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KMYV,"Marysville, Yuba County Airport",39.09778,-121.56972,62,Yuba,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KNFG,"Oceanside, Camp Pendleton, Marine Corps Air Station",33.30472,-117.35389,75,San Diego,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KNGZ,Alameda Naval Air Station,37.78333,-122.31667,13,Alameda,NWS/FAA,1997-01-01,-,INACTIVE
,,,,,,,,,
KNID,"China Lake, Naval Air Facility",35.68639,-117.69,2283,Kern,NWS/FAA,1997-04-09,2021-01-11,ACTIVE
,,,,,,,,,
KNJK,"El Centro, Naval Air Facility",32.825,-115.66056,-43,Imperial,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KNKX,"San Diego, Miramar MCAS/Mitscher Field Airport",32.86833,-117.1425,479,San Diego,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KNLC,Lemoore Naval Air Station - Reeves Field,36.30244,-119.93968,223,Kings,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KNLC1,SOCARBUS2,38.5683,-121.4928,3,Sacramento,RAWS,2004-06-10,2005-02-25,INACTIVE
,,,,,,,,,
KNNC1,KNEELAND,40.719944,-123.928294,2737,Humboldt,RAWS,2006-03-11,2021-01-11,ACTIVE
,,,,,,,,,
KNNZ,Point Sur,36.3,-121.88333,112,Monterey,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KNRC,Crows Landing Naval Auxiliary Landing Field,37.4,-121.1,164,Stanislaus,NWS/FAA,1997-01-01,-,INACTIVE
,,,,,,,,,
KNRS,Imperial Beach Naval Outlying Field - Ream Field,32.56302,-117.11091,20,San Diego,NWS/FAA,1999-05-14,2021-01-11,ACTIVE
,,,,,,,,,
KNSI,San Nicolas Island Naval Outlying Field,33.23379,-119.45588,528,Ventura,NWS/FAA,1998-10-01,2021-01-11,ACTIVE
,,,,,,,,,
KNTD,"Point Mugu, Naval Air Warfare Center",34.12389,-119.12167,10,Ventura,NWS/FAA,1998-12-15,2021-01-11,ACTIVE
,,,,,,,,,
KNTK,TUSTIN MCAS,33.7,-117.83,56,Orange,NWS/FAA,1997-04-12,-,INACTIVE
,,,,,,,,,
KNUC,San Clemente Island NALF,33.0218,-118.58266,167,Los Angeles,NWS/FAA,1998-10-01,2021-01-11,ACTIVE
,,,,,,,,,
KNUQ,"Mountain View, Moffett Field",37.40583,-122.04806,33,Santa Clara,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KNVCA,KERNVILLE CA,35.75,-118.42,2677,Kern,MAP,2014-03-20,2021-01-11,ACTIVE
,,,,,,,,,
KNWC1,KEENWILD,33.708325,-116.716939,4752,Riverside,RAWS,1999-12-02,2021-01-11,ACTIVE
,,,,,,,,,
KNXC1,KNOXVILLE CREEK,38.861944,-122.417222,2200,Lake,RAWS,1999-12-02,2021-01-11,ACTIVE
,,,,,,,,,
KNXF,Mcolf Camp Pendleton (Red Beach),33.2856,-117.4565,88,San Diego,NWS/FAA,2010-01-27,2020-12-15,ACTIVE
,,,,,,,,,
KNXP,Twentynine Palms SELF Airport,34.29401,-116.14717,2001,San Bernardino,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KNZJ,EL TORO MCAS,33.67,-117.73,384,Orange,NWS/FAA,1997-04-12,-,INACTIVE
,,,,,,,,,
KNZY,"San Diego, North Island, Naval Air Station",32.69083,-117.20889,23,San Diego,NWS/FAA,1997-04-12,2021-01-11,ACTIVE
,,,,,,,,,
KO18,"Hanford, Hanford Municipal Airport",36.3175,-119.62944,246,Kings,NWS/FAA,2004-11-17,-,INACTIVE
,,,,,,,,,
KO19,KNEELAND,40.71895,-123.92721,2745,Humboldt,NCAWOS,2017-02-15,2017-07-28,INACTIVE
